userId,screen_time_hrs_per_day,gaming_time,social_media_time,data_usage_gb_per_day,addicted
2021,8.84,0.67,7.3,1.66,1
2022,3.98,0.96,1.87,0.57,1
2023,5.0,0.72,1.44,1.12,0
2024,4.56,0.43,1.4,0.75,0
2025,2.79,0.11,1.85,0.1,0
2026,8.78,4.76,0.59,1.3,1
2027,6.09,0.4,2.82,0.47,1
2028,4.14,3.0,0.62,0.42,0
2029,7.13,2.19,1.19,0.91,1
2030,6.35,0.47,4.09,1.51,1
2031,6.68,0.11,0.06,1.05,1
2032,4.1,0.48,0.76,0.34,0
2033,7.06,3.79,0.97,1.28,1
2034,4.63,0.18,0.24,0.61,0
2035,5.15,0.57,0.88,0.57,0
2036,4.41,0.04,1.04,1.11,1
2037,5.55,3.46,1.8,1.05,1
2038,7.39,1.05,1.3,1.87,1
2039,3.82,2.0,0.54,0.62,0
2040,6.44,0.73,0.02,0.51,0
2041,5.27,0.28,0.29,0.96,0
2042,6.99,2.05,1.13,1.69,1
2043,8.83,1.95,0.1,2.16,1
2044,4.86,0.09,0.47,0.1,1
2045,5.6,1.34,3.62,1.01,1
2046,2.37,0.06,0.36,0.71,0
2047,3.67,0.18,1.23,0.51,0
2048,5.45,2.85,1.85,0.8,0
2049,7.33,5.08,0.78,0.58,1
2050,6.27,0.85,2.85,1.13,1
2051,4.68,0.31,0.83,1.33,0
2052,7.47,0.27,2.97,0.97,1
2053,5.55,1.01,0.25,1.6,0
2054,7.17,3.55,1.39,1.75,1
2055,5.96,0.06,0.01,1.03,0
2056,8.59,0.52,1.66,1.59,1
2057,7.0,0.56,0.47,0.37,1
2058,8.34,3.98,0.94,1.24,1
2059,1.0,0.07,0.05,0.31,1
2060,5.63,0.13,1.59,0.6,0
2061,6.38,3.32,1.17,1.7,1
2062,8.54,2.81,0.31,1.43,1
2063,5.98,0.43,0.72,0.9,0
2064,8.66,2.22,2.18,1.34,1
2065,6.43,0.86,1.04,1.18,1
2066,4.41,0.38,3.29,0.1,0
2067,6.84,0.1,0.07,0.67,1
2068,5.66,0.17,1.57,0.59,0
2069,5.63,2.34,1.19,0.9,0
2070,3.94,3.18,0.2,0.96,0
2071,4.21,0.7,1.87,0.96,0
2072,6.73,1.16,1.46,1.57,1
2073,5.33,1.1,0.73,0.44,0
2074,7.42,1.27,0.91,1.2,1
2075,10.07,0.32,0.22,2.41,1
2076,6.68,1.04,1.24,1.4,1
2077,3.47,0.06,0.09,0.13,0
2078,8.84,3.47,2.08,1.15,1
2079,7.52,5.07,0.09,1.41,1
2080,6.24,4.2,0.52,0.74,1
2081,9.7,8.63,0.79,1.77,1
2082,5.45,0.43,4.21,0.53,1
2083,9.23,6.76,0.93,1.78,1
2084,1.0,0.21,0.21,0.1,0
2085,7.21,0.36,0.94,1.21,1
2086,7.92,0.62,3.85,1.93,1
2087,2.95,1.46,1.11,0.33,0
2088,4.11,2.24,0.86,0.71,0
2089,5.5,3.65,0.65,0.73,1
2090,6.49,4.69,0.57,1.3,1
2091,6.63,1.43,2.81,1.32,1
2092,5.39,3.22,1.63,1.71,1
2093,6.55,2.93,0.44,1.22,1
2094,3.69,0.15,2.94,1.28,0
2095,8.52,2.49,0.5,1.16,0
2096,7.61,1.44,0.38,1.15,1
2097,5.66,4.47,0.72,0.92,1
2098,5.5,0.24,0.03,0.87,1
2099,5.82,1.16,0.84,1.62,0
2100,6.51,3.92,1.84,1.27,1
2101,9.07,2.62,1.75,2.03,1
2102,5.48,2.91,1.08,1.43,0
2103,3.76,0.01,0.05,0.1,0
2104,4.52,0.09,0.7,0.83,0
2105,3.1,0.0,2.66,0.2,0
2106,7.25,1.1,1.48,1.45,1
2107,4.2,0.09,0.89,0.56,1
2108,4.6,1.32,1.52,0.38,0
2109,5.02,1.84,0.68,0.6,0
2110,4.61,2.26,1.1,0.77,0
2111,7.07,0.39,5.07,0.49,1
2112,5.12,0.47,4.28,0.1,0
2113,5.97,0.42,0.22,0.55,0
2114,6.96,4.34,2.6,1.2,1
2115,4.39,0.54,0.36,1.43,1
2116,3.87,1.06,0.15,1.02,0
2117,11.54,3.87,2.7,1.73,1
2118,4.87,0.15,0.36,0.98,0
2119,5.51,0.72,1.76,0.16,0
2120,8.7,1.73,0.82,1.77,1
2121,5.15,0.03,0.0,1.03,0
2122,6.17,1.39,3.9,0.62,1
2123,6.4,0.83,4.36,0.1,1
2124,9.88,0.48,0.62,1.62,1
2125,9.91,2.42,0.13,1.19,0
2126,5.43,0.02,1.18,0.75,0
2127,6.26,1.73,3.64,0.61,1
2128,9.45,2.29,4.59,1.72,1
2129,6.44,0.99,1.78,1.48,1
2130,5.75,3.88,1.13,0.43,1
2131,5.43,0.61,0.35,0.52,0
2132,6.68,0.34,0.01,0.87,1
2133,5.1,0.6,0.63,0.7,0
2134,7.43,0.18,2.12,0.9,1
2135,8.82,5.12,2.09,1.3,1
2136,5.88,1.08,3.63,0.75,1
2137,4.13,0.54,1.89,0.75,1
2138,7.86,0.09,5.18,1.37,0
2139,7.22,1.54,4.82,1.05,1
2140,6.17,0.46,1.74,0.61,1
2141,5.21,0.41,0.01,1.01,0
2142,2.7,0.29,1.4,0.1,0
2143,5.35,0.49,2.91,1.44,0
2144,4.87,0.0,0.0,0.64,0
2145,4.38,1.48,0.97,0.35,0
2146,1.77,0.49,0.03,0.36,0
2147,4.55,0.01,0.29,0.93,0
2148,9.37,1.56,5.53,1.23,1
2149,5.56,2.04,3.11,0.92,1
2150,6.68,1.39,0.15,1.25,1
2151,7.43,0.03,0.0,1.06,1
2152,7.55,3.94,0.33,0.8,1
2153,3.6,1.66,1.19,0.47,1
2154,4.21,0.41,0.13,0.72,0
2155,3.55,0.54,1.41,0.28,0
2156,7.77,2.12,4.46,1.47,1
2157,7.74,1.14,6.35,1.27,1
2158,6.44,0.36,2.56,0.52,1
2159,7.73,0.5,0.23,0.93,1
2160,3.87,1.84,1.49,0.83,0
2161,2.48,0.35,0.0,0.37,0
2162,5.52,2.35,0.9,0.58,0
2163,5.24,3.36,1.56,1.18,1
2164,5.75,2.1,2.35,0.88,1
2165,8.09,0.08,3.55,1.23,1
2166,7.51,5.03,1.34,1.09,1
2167,8.87,0.2,7.38,0.69,1
2168,2.66,0.41,0.41,1.34,0
2169,6.54,2.62,3.11,1.72,1
2170,6.38,0.5,0.82,1.52,1
2171,5.68,3.74,0.39,1.43,1
2172,5.0,0.58,1.07,0.54,0
2173,6.13,2.8,2.17,1.69,1
2174,7.19,2.4,3.3,1.21,1
2175,5.76,0.04,1.87,1.25,0
2176,5.19,1.83,0.32,0.1,0
2177,7.96,0.68,0.83,1.19,0
2178,6.9,4.1,0.22,1.72,1
2179,5.6,1.52,1.99,0.78,0
2180,2.58,0.54,0.09,0.64,0
2181,3.62,0.08,0.56,0.82,0
2182,3.99,0.02,1.03,1.39,0
2183,7.64,4.08,1.72,1.06,1
2184,5.96,3.16,1.15,0.99,1
2185,8.82,1.67,5.29,1.37,1
2186,10.49,6.87,3.35,1.24,1
2187,5.14,2.29,0.86,1.67,0
2188,8.44,4.6,0.53,1.08,1
2189,6.94,3.84,0.81,1.18,1
2190,5.6,0.07,0.01,0.97,0
2191,5.02,0.23,0.46,0.1,0
2192,5.63,0.54,0.33,0.66,0
2193,2.93,0.39,0.62,0.65,0
2194,6.67,1.54,0.88,1.74,1
2195,8.5,0.13,0.19,1.83,1
2196,5.38,2.16,2.63,0.69,1
2197,6.38,1.73,2.75,0.91,1
2198,9.96,0.14,2.18,1.03,1
2199,5.0,3.38,0.65,0.1,1
2200,3.66,2.52,0.38,1.1,0
2201,6.36,1.72,0.52,1.41,1
2202,6.52,2.34,4.07,1.08,1
2203,10.01,0.69,0.33,1.56,0
2204,8.99,2.9,1.46,1.42,0
2205,2.6,0.04,1.56,0.64,0
2206,5.72,1.26,4.28,0.37,1
2207,8.25,2.98,3.42,1.61,1
2208,2.68,0.7,0.8,0.85,0
2209,5.9,4.05,0.45,1.1,1
2210,5.19,0.74,1.15,0.83,0
2211,6.37,1.28,0.82,1.21,1
2212,9.3,1.85,1.77,1.89,1
2213,5.2,0.36,1.16,0.33,0
2214,5.07,0.03,0.03,0.77,0
2215,5.96,0.17,1.36,1.11,0
2216,4.34,0.09,1.57,0.83,0
2217,8.41,5.56,2.1,0.77,1
2218,7.55,3.33,1.8,1.83,1
2219,3.91,1.33,0.31,0.96,1
2220,5.87,4.89,0.8,1.16,1
2221,7.19,5.0,0.63,0.93,1
2222,6.91,0.8,6.01,0.65,1
2223,4.5,0.42,0.43,0.66,0
2224,6.85,1.46,0.76,0.75,1
2225,8.72,0.29,1.07,1.35,0
2226,7.11,4.54,1.54,0.73,1
2227,3.08,0.57,1.93,0.64,0
2228,9.05,1.12,1.93,1.38,0
2229,3.85,2.06,1.14,0.81,0
2230,2.71,0.07,0.7,0.1,0
2231,6.3,0.33,2.99,0.92,1
2232,6.06,1.62,1.35,2.11,1
2233,5.4,3.83,1.35,1.54,1
2234,6.35,0.95,4.58,1.24,1
2235,3.78,1.55,0.47,0.8,0
2236,1.06,0.0,0.28,0.57,1
2237,7.65,0.05,1.59,1.38,1
2238,8.85,0.07,3.18,1.58,1
2239,5.77,0.66,3.26,0.49,0
2240,2.92,0.03,1.86,0.79,1
2241,6.31,0.07,1.52,1.44,1
2242,3.98,0.16,0.81,0.48,0
2243,5.73,0.69,0.0,1.04,0
2244,7.46,5.74,0.09,1.07,1
2245,4.39,0.53,0.46,0.57,0
2246,4.32,0.03,3.26,0.53,0
2247,3.96,0.74,0.12,0.37,0
2248,9.13,4.39,1.82,1.79,1
2249,3.79,0.51,0.3,1.2,0
2250,5.2,0.09,0.25,1.08,0
2251,4.72,0.22,0.85,0.75,0
2252,4.77,0.59,0.05,0.38,0
2253,7.11,0.87,4.57,1.99,1
2254,3.6,1.18,2.36,1.24,0
2255,6.76,0.02,2.15,0.99,1
2256,8.92,2.05,1.81,1.47,1
2257,9.79,0.08,0.45,1.02,1
2258,5.54,3.24,0.04,0.91,1
2259,3.6,0.24,0.45,0.82,1
2260,4.31,0.85,1.65,0.57,0
2261,5.27,0.24,0.17,0.8,0
2262,4.58,0.18,0.28,0.46,0
2263,7.87,3.32,0.51,1.43,1
2264,8.2,1.38,2.97,1.96,1
2265,6.44,3.76,1.25,1.45,1
2266,5.54,1.19,3.13,1.26,0
2267,3.94,0.72,3.09,0.78,0
2268,6.48,2.15,0.08,0.68,1
2269,4.33,0.29,3.18,0.66,0
2270,4.97,1.04,0.27,1.08,0
2271,6.12,1.95,3.44,1.07,1
2272,4.48,0.04,0.1,0.72,0
2273,10.04,1.46,1.32,2.34,1
2274,8.35,1.49,2.28,1.19,1
2275,4.22,1.35,2.49,0.35,1
2276,8.75,0.45,7.07,1.72,1
2277,3.86,0.12,1.26,0.37,0
2278,5.86,0.16,0.01,1.67,0
2279,4.17,0.57,2.44,1.01,0
2280,4.84,0.77,2.51,1.42,0
2281,3.97,0.53,0.13,0.1,0
2282,5.62,0.72,0.29,1.24,0
2283,4.04,2.95,0.02,0.4,0
2284,4.67,0.93,1.89,1.14,0
2285,2.0,0.4,1.27,0.12,0
2286,6.35,0.22,0.11,0.71,1
2287,8.0,4.49,1.47,0.99,1
2288,4.79,0.48,0.53,1.4,0
2289,3.85,1.51,1.12,0.86,0
2290,6.22,1.41,3.65,1.73,1
2291,6.49,5.24,0.83,0.97,1
2292,7.73,4.79,0.79,0.93,1
2293,7.01,2.15,1.05,0.93,1
2294,6.96,3.36,0.47,0.75,1
2295,6.25,4.19,0.26,0.95,1
2296,6.55,1.14,4.93,1.31,1
2297,2.46,0.36,0.18,0.72,0
2298,4.92,1.76,0.54,0.55,0
2299,6.28,1.75,2.44,1.14,1
2300,5.31,3.28,0.7,0.81,0
2301,7.98,0.37,2.61,1.48,1
2302,4.22,1.52,1.1,0.56,0
2303,6.55,0.27,3.84,1.71,1
2304,8.72,4.38,0.95,1.06,1
2305,1.08,0.01,0.18,0.1,0
2306,10.01,7.76,1.22,1.52,1
2307,8.81,0.01,0.31,1.5,1
2308,3.25,0.12,0.45,0.21,0
2309,7.13,3.05,2.82,1.13,1
2310,9.54,0.17,0.38,0.75,0
2311,6.89,1.1,0.53,1.31,1
2312,2.82,1.17,0.5,0.81,1
2313,6.95,0.46,0.56,0.1,1
2314,7.29,0.34,1.09,1.26,0
2315,4.29,1.25,0.26,0.63,0
2316,2.61,0.14,1.57,0.21,0
2317,4.77,1.74,2.33,0.49,1
2318,5.67,0.09,1.49,0.49,0
2319,6.07,0.81,0.56,0.67,1
2320,1.88,0.08,0.31,0.52,0
2321,3.01,0.04,0.97,0.48,0
2322,7.06,3.63,1.87,0.17,1
2323,9.54,0.8,6.0,1.89,1
2324,10.0,3.02,3.64,1.18,1
2325,7.47,2.11,2.02,1.47,1
2326,5.51,0.08,1.63,0.67,0
2327,6.47,0.02,1.06,1.92,1
2328,5.97,0.59,4.63,0.6,0
2329,5.33,0.03,0.18,1.13,0
2330,8.91,1.55,5.69,2.19,1
2331,6.98,6.14,0.81,1.17,1
2332,1.11,0.64,0.04,0.26,0
2333,5.38,0.14,2.15,1.07,0
2334,4.32,0.82,1.42,0.1,0
2335,8.63,3.05,1.56,1.32,1
2336,6.92,0.32,0.07,1.83,1
2337,7.91,0.04,0.11,0.81,1
2338,6.57,0.16,1.26,0.31,0
2339,8.32,3.62,1.5,1.27,1
2340,5.39,5.36,0.02,1.21,0
2341,5.04,0.24,0.07,1.06,0
2342,7.53,0.89,0.9,1.8,1
2343,4.88,1.4,3.39,1.23,0
2344,4.38,2.03,0.21,0.99,0
2345,7.37,6.92,0.04,1.1,1
2346,4.39,0.3,0.18,0.77,0
2347,7.53,2.64,0.12,1.39,1
2348,6.53,1.08,3.08,0.57,1
2349,6.24,2.43,2.86,1.19,1
2350,6.12,0.25,5.06,1.16,1
2351,5.81,0.18,0.05,0.98,0
2352,4.3,0.9,0.65,0.32,1
2353,6.21,1.86,1.48,0.92,1
2354,5.46,0.16,3.34,1.41,0
2355,9.78,0.76,0.97,1.18,1
2356,7.58,0.0,3.09,1.25,1
2357,6.2,1.64,0.06,0.82,1
2358,7.74,1.8,0.43,1.0,1
2359,8.45,2.26,2.89,0.7,1
2360,4.15,2.93,0.65,1.39,0
2361,6.28,1.78,3.35,1.24,1
2362,5.92,0.52,0.48,1.02,0
2363,6.4,2.66,1.79,1.03,1
2364,3.9,0.04,0.37,0.5,0
2365,5.1,0.73,0.31,0.1,0
2366,7.48,2.91,1.84,1.6,1
2367,6.28,0.32,0.25,0.43,1
2368,1.89,0.04,0.99,0.49,0
2369,5.28,0.16,0.19,0.94,0
2370,9.52,0.64,1.29,1.75,1
2371,3.26,0.01,2.12,1.29,0
2372,4.41,0.36,0.04,0.17,0
2373,6.29,1.07,3.43,1.27,1
2374,3.51,0.18,0.04,0.34,0
2375,10.7,5.24,0.58,2.08,1
2376,5.74,0.47,0.61,0.74,0
2377,1.02,0.06,0.34,0.74,0
2378,7.78,2.29,0.97,1.59,1
2379,5.87,0.45,2.51,0.95,0
2380,4.74,1.19,1.51,0.73,0
2381,6.01,1.69,0.38,1.07,0
2382,11.83,4.84,4.92,2.07,1
2383,8.11,0.17,1.03,1.48,1
2384,5.14,4.61,0.15,0.69,1
2385,8.21,4.41,2.48,0.83,1
2386,5.72,0.79,0.55,1.33,0
2387,5.36,0.14,0.11,0.69,0
2388,8.11,3.63,1.84,1.69,1
2389,4.94,2.01,1.59,1.89,0
2390,4.1,0.99,0.1,0.44,0
2391,4.36,0.82,2.09,1.22,0
2392,5.65,1.53,0.32,1.02,0
2393,4.01,0.67,1.49,1.16,0
2394,6.82,0.17,0.27,1.34,1
2395,7.14,3.74,2.54,1.2,1
2396,6.38,0.33,0.4,0.43,0
2397,3.82,1.01,2.7,0.4,0
2398,6.07,0.6,0.7,0.65,1
2399,9.08,0.36,4.55,2.0,1
2400,2.12,0.79,0.18,0.47,0
2401,4.08,0.42,0.39,0.71,0
2402,9.66,1.41,1.87,1.82,1
2403,5.18,1.8,0.76,0.94,0
2404,6.21,3.13,2.23,0.24,1
2405,5.13,1.29,0.72,1.2,0
2406,5.83,1.72,2.24,0.9,0
2407,3.21,0.69,0.69,0.66,0
2408,7.21,4.55,0.09,1.02,1
2409,5.23,0.84,0.51,1.17,0
2410,3.05,1.58,0.31,0.14,0
2411,5.79,3.72,1.22,1.51,0
2412,4.44,0.25,2.27,1.65,0
2413,8.58,0.6,0.12,1.65,1
2414,2.73,0.33,0.51,0.1,0
2415,3.77,0.16,0.08,0.84,0
2416,6.39,2.93,0.14,0.54,0
2417,5.03,0.88,0.46,0.1,0
2418,5.78,4.27,0.59,1.02,1
2419,5.84,0.02,0.43,1.31,0
2420,7.12,0.64,4.27,0.98,1
2421,8.38,1.48,0.72,1.09,1
2422,5.67,1.8,1.15,1.09,0
2423,8.27,3.99,3.08,1.07,1
2424,6.67,3.9,1.14,1.18,1
2425,8.56,5.78,1.34,0.63,1
2426,7.78,0.78,0.56,1.35,1
2427,8.6,2.37,3.29,1.1,1
2428,5.08,1.9,0.35,1.1,0
2429,4.41,2.02,0.06,0.29,1
2430,4.63,1.22,2.78,1.51,1
2431,4.42,0.03,3.42,0.85,0
2432,3.81,0.24,1.43,0.98,0
2433,5.22,2.32,1.4,0.22,0
2434,5.51,3.03,0.88,0.62,0
2435,8.81,1.19,1.74,1.52,1
2436,2.77,1.91,0.66,1.49,0
2437,3.05,0.06,0.33,0.35,0
2438,6.38,0.81,0.99,1.14,0
2439,5.64,1.55,0.67,1.26,0
2440,4.62,0.61,3.09,0.25,0
2441,8.14,0.05,0.38,1.29,1
2442,7.62,0.59,3.62,1.94,1
2443,7.04,4.47,1.24,0.32,1
2444,3.52,2.43,0.24,0.47,0
2445,5.63,1.5,1.88,0.72,0
2446,3.07,0.07,1.33,0.41,0
2447,6.09,0.72,2.56,1.31,1
2448,7.01,3.99,0.72,1.14,1
2449,7.28,2.1,0.05,0.91,1
2450,4.46,0.15,1.73,0.46,0
2451,1.42,0.6,0.19,0.1,1
2452,5.74,2.77,0.05,0.4,0
2453,9.02,1.19,0.87,1.05,1
2454,5.34,0.36,0.35,1.19,0
2455,5.64,0.1,0.0,0.57,0
2456,7.63,2.51,2.08,1.05,1
2457,4.84,0.01,4.31,0.82,1
2458,8.51,1.79,5.43,1.88,1
2459,9.11,2.45,2.22,1.84,1
2460,10.02,1.72,4.42,1.92,1
2461,9.99,3.4,1.09,1.69,0
2462,10.12,6.28,3.56,2.16,1
2463,4.52,0.86,1.89,1.1,0
2464,5.69,0.17,1.45,1.37,0
2465,5.48,2.35,2.98,0.72,1
2466,5.76,0.11,1.71,1.36,0
2467,6.09,3.95,0.86,1.5,1
2468,5.91,0.06,0.18,1.57,0
2469,4.57,3.07,1.26,0.88,1
2470,8.0,2.1,1.9,1.65,1
2471,2.85,0.57,2.21,0.68,0
2472,6.82,0.67,0.16,0.92,1
2473,8.87,2.55,0.24,1.54,1
2474,4.38,0.05,0.91,1.05,0
2475,4.9,1.14,0.53,0.6,0
2476,7.37,0.12,1.25,1.56,1
2477,5.24,1.19,2.25,0.8,1
2478,8.32,1.63,0.14,1.71,1
2479,4.37,0.36,0.48,0.45,0
2480,5.09,2.33,0.03,1.05,0
2481,5.9,0.21,0.3,1.57,0
2482,6.58,1.24,4.12,0.56,1
2483,8.84,2.12,4.87,0.65,1
2484,4.06,0.26,0.64,0.35,1
2485,7.73,1.45,0.49,1.69,1
2486,6.96,0.21,5.72,1.28,1
2487,5.94,4.14,0.6,1.2,1
2488,4.13,0.1,0.41,0.31,1
2489,4.15,1.82,0.62,0.51,0
2490,10.34,1.03,0.22,1.58,1
2491,5.85,2.65,0.85,1.11,0
2492,1.24,0.05,0.12,0.1,0
2493,9.25,1.5,7.41,0.94,1
2494,4.81,1.77,0.69,0.97,0
2495,3.91,1.48,1.25,0.6,0
2496,6.5,0.45,0.18,1.09,1
2497,1.02,0.22,0.1,0.52,0
2498,6.69,0.9,3.58,1.34,1
2499,4.49,2.42,1.09,1.67,0
2500,5.52,0.18,0.19,1.31,0
2501,6.7,1.73,1.52,1.16,1
2502,5.45,1.65,3.36,0.74,0
2503,7.27,0.89,4.67,0.78,1
2504,6.18,1.73,2.57,1.33,1
2505,7.5,0.75,3.89,0.99,1
2506,7.38,0.04,0.23,1.13,1
2507,7.89,0.95,2.79,1.36,1
2508,6.57,2.43,0.51,1.15,0
2509,4.81,2.18,0.5,0.65,1
2510,2.5,2.08,0.16,0.93,0
2511,3.64,0.58,1.89,0.82,0
2512,5.02,0.81,0.25,0.75,0
2513,5.73,0.31,2.74,0.65,0
2514,5.09,0.72,1.33,0.95,0
2515,7.11,6.41,0.23,0.52,1
2516,3.11,0.4,1.3,0.61,0
2517,4.79,1.92,0.95,1.05,1
2518,5.54,3.46,1.21,0.86,1
2519,5.77,0.04,0.02,1.14,0
2520,3.48,0.17,1.09,0.77,0
2521,5.99,0.6,1.79,1.34,1
2522,6.51,0.66,2.51,0.8,1
2523,8.89,0.08,4.37,0.76,1
2524,5.58,3.17,1.14,1.08,1
2525,4.86,1.33,0.37,1.16,0
2526,8.62,0.12,0.01,0.89,0
2527,8.54,5.73,1.86,1.25,1
2528,4.47,0.87,0.96,1.16,0
2529,4.69,0.59,0.3,0.88,1
2530,9.11,4.16,1.2,1.05,1
2531,8.65,0.05,3.46,1.38,1
2532,6.03,0.7,2.16,1.22,1
2533,5.88,3.71,0.99,1.05,1
2534,4.99,3.97,0.68,0.43,1
2535,4.07,0.58,0.75,0.81,0
2536,4.8,0.55,1.63,0.6,0
2537,6.07,3.54,2.27,0.86,1
2538,6.98,2.12,4.68,1.83,1
2539,8.12,1.64,0.72,1.68,1
2540,7.09,0.32,1.45,0.46,1
2541,6.73,0.58,0.68,1.57,1
2542,3.74,0.0,0.24,0.12,1
2543,3.67,1.53,0.84,1.24,0
2544,7.84,0.31,0.58,1.72,1
2545,5.85,1.35,1.19,0.81,0
2546,3.79,0.07,0.16,0.21,0
2547,8.65,2.47,2.18,1.01,1
2548,8.83,2.19,0.36,1.91,1
2549,7.79,2.65,0.54,1.4,1
2550,8.05,0.11,0.01,1.43,0
2551,5.28,1.38,1.24,0.96,0
2552,5.76,0.46,1.57,1.02,1
2553,8.01,0.92,6.55,1.52,1
2554,4.49,1.05,0.11,0.83,0
2555,5.31,1.69,1.29,1.24,0
2556,3.67,0.11,0.11,1.39,0
2557,6.9,2.17,2.83,0.9,1
2558,6.55,0.99,4.33,1.24,1
2559,8.21,7.42,0.18,1.28,0
2560,5.43,0.6,0.05,1.3,0
2561,5.85,0.06,4.04,0.31,1
2562,11.2,2.91,3.13,2.65,0
2563,6.61,0.14,1.21,0.86,1
2564,6.15,0.21,0.87,0.31,1
2565,5.57,3.82,0.41,1.39,0
2566,5.1,4.59,0.49,1.48,1
2567,8.59,0.59,6.43,1.36,1
2568,5.74,2.5,2.25,0.64,1
2569,4.28,3.81,0.25,1.01,1
2570,6.0,2.1,0.43,0.22,0
2571,4.89,0.46,0.45,0.6,0
2572,7.87,1.56,3.45,1.35,1
2573,9.74,0.1,0.58,1.36,1
2574,7.59,0.08,0.02,0.94,0
2575,7.42,6.01,0.03,1.52,1
2576,4.38,2.61,0.24,0.95,0
2577,10.27,1.22,0.28,1.51,1
2578,4.47,0.61,1.16,0.48,0
2579,7.47,0.9,0.05,1.59,1
2580,6.11,0.05,3.51,0.94,1
2581,2.46,0.62,0.11,0.1,0
2582,4.42,1.79,2.46,0.34,1
2583,4.55,1.21,0.27,0.1,0
2584,3.43,1.09,0.16,0.49,0
2585,4.3,0.23,0.18,0.22,0
2586,7.59,0.31,6.09,1.09,1
2587,7.81,0.32,0.27,1.43,1
2588,6.83,1.16,3.67,1.25,1
2589,6.92,2.03,0.08,1.5,1
2590,2.66,0.07,0.33,0.78,0
2591,7.02,1.79,0.78,1.59,0
2592,6.14,0.24,2.99,1.95,0
2593,5.84,0.08,0.29,0.77,0
2594,8.45,1.65,2.05,1.55,1
2595,3.32,0.76,1.28,0.81,0
2596,6.69,0.06,1.26,1.14,1
2597,4.64,0.41,1.36,0.91,0
2598,6.11,0.0,0.54,0.79,1
2599,5.55,2.23,1.76,1.19,0
2600,3.44,1.25,0.21,0.16,0
2601,3.78,1.7,1.68,0.1,0
2602,5.79,3.53,2.09,0.46,1
2603,5.59,0.95,3.19,0.87,1
2604,4.53,0.0,0.18,1.09,0
2605,7.21,3.31,0.91,1.07,1
2606,5.39,0.24,2.58,1.31,0
2607,4.33,0.15,0.2,0.47,1
2608,4.55,1.77,0.07,0.72,0
2609,4.72,1.04,3.07,0.38,1
2610,6.37,0.58,1.91,0.91,1
2611,4.72,0.35,3.18,0.1,1
2612,4.97,0.27,2.06,0.86,0
2613,6.37,1.44,4.51,1.3,1
2614,4.91,0.42,0.42,0.29,0
2615,5.84,0.27,4.32,1.2,1
2616,5.96,1.24,0.83,0.41,0
2617,5.63,0.05,2.9,1.46,1
2618,9.1,0.54,0.84,1.44,1
2619,5.22,0.69,1.03,1.21,0
2620,4.73,0.79,0.88,0.15,0
2621,9.83,2.65,0.38,1.91,1
2622,5.09,1.04,1.03,1.13,0
2623,5.35,3.62,0.24,0.95,0
2624,5.62,0.01,0.83,1.45,0
2625,5.07,0.05,0.88,1.43,0
2626,5.17,0.03,1.7,1.25,0
2627,5.25,2.42,0.11,0.7,0
2628,8.83,0.05,3.08,1.26,1
2629,4.37,0.02,3.19,0.83,0
2630,4.45,0.24,3.48,1.9,0
2631,5.05,0.33,0.12,0.59,0
2632,6.81,2.09,2.21,1.33,1
2633,8.2,1.68,3.87,1.19,1
2634,5.36,0.45,1.59,1.1,0
2635,5.38,0.22,1.77,1.22,0
2636,1.84,0.18,0.33,0.46,0
2637,6.58,0.39,0.87,1.24,1
2638,4.83,0.6,1.38,0.5,0
2639,9.11,2.64,4.26,1.54,1
2640,7.58,0.83,3.83,1.1,1
2641,6.45,0.72,1.67,0.47,1
2642,6.98,3.74,1.04,1.52,1
2643,6.86,1.05,1.22,1.33,1
2644,3.68,0.72,1.32,0.7,0
2645,8.14,0.18,0.7,1.32,1
2646,4.98,2.07,2.28,1.42,0
2647,4.82,3.16,0.64,0.95,0
2648,8.19,0.3,1.26,1.16,1
2649,4.79,0.39,0.24,0.44,0
2650,6.05,0.3,3.17,0.89,1
2651,2.73,0.69,0.04,1.52,0
2652,6.15,0.88,1.01,0.77,1
2653,4.91,2.72,0.29,0.41,0
2654,6.61,2.37,3.27,1.02,1
2655,6.96,3.7,0.07,0.78,0
2656,7.61,0.88,3.64,1.12,1
2657,5.67,1.16,1.43,0.56,0
2658,6.25,1.88,1.48,0.47,1
2659,10.85,7.65,0.2,1.87,1
2660,7.44,1.42,1.21,1.15,1
2661,9.02,1.97,5.57,0.27,1
2662,5.97,0.53,4.6,0.85,1
2663,6.42,0.64,2.21,1.46,1
2664,4.27,2.15,1.8,0.77,0
2665,8.93,0.31,1.57,1.88,1
2666,5.25,0.13,3.71,0.39,0
2667,6.2,0.31,1.49,0.73,1
2668,6.66,0.65,0.94,0.1,1
2669,1.88,0.01,0.02,0.1,0
2670,4.54,0.3,0.3,0.17,0
2671,8.37,1.82,1.96,1.56,1
2672,9.47,2.4,1.72,1.27,1
2673,4.99,0.72,0.4,0.44,0
2674,8.69,4.35,2.49,1.55,1
2675,2.68,0.61,1.63,1.12,0
2676,5.71,2.44,2.48,0.4,1
2677,8.28,1.0,1.36,1.46,1
2678,8.21,0.11,0.24,1.69,1
2679,5.57,0.63,0.45,0.53,0
2680,7.71,4.57,0.11,1.55,1
2681,5.0,1.55,1.35,1.06,0
2682,5.69,0.02,0.41,1.34,0
2683,5.32,0.1,0.39,1.68,1
2684,6.13,0.97,0.01,0.72,1
